source,class_name,object_id,split,status,crop,confidence,prompt,box
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (18).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (19).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (19).jpg,0.041764,food bowl,"[28, 59, 217, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (2).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (20).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (20).jpg,0.029377,plastic box,"[52, 58, 236, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (21).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (21).jpg,0.068665,food bowl,"[0, 0, 193, 227]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (22).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (23).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (24).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (24).jpg,0.061143,food bowl,"[75, 19, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (25).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (25).jpg,0.057707,food bowl,"[103, 37, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (26).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (27).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (28).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (28).jpg,0.025038,food bowl,"[91, 0, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (29).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (3).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (3).jpg,0.102733,food bowl,"[0, 53, 240, 228]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (30).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (30).jpg,0.044296,food bowl,"[86, 34, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (31).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (31).jpg,0.024060,food bowl,"[52, 65, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (32).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (32).jpg,0.050316,food bowl,"[56, 50, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (33).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (33).jpg,0.078259,food bowl,"[80, 6, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (34).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (34).jpg,0.112851,food bowl,"[91, 0, 240, 239]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (35).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (35).jpg,0.039149,food storage container,"[115, 8, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (36).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (36).jpg,0.176119,food storage container,"[21, 0, 240, 210]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (37).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (37).jpg,0.042692,food storage container,"[37, 0, 240, 237]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (39).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (4).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (4).jpg,0.252080,plastic box,"[0, 0, 236, 120]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (40).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (41).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (42).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (42).jpg,0.037139,food bowl,"[125, 51, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (43).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (43).jpg,0.044093,food bowl,"[68, 47, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (44).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (45).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (47).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (48).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (48).jpg,0.083001,food bowl,"[6, 38, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (49).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (5).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (5).jpg,0.161976,plastic box,"[0, 0, 227, 119]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (50).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (50).jpg,0.034254,food bowl,"[26, 11, 214, 209]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (53).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (54).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (55).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (56).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (56).jpg,0.034046,food bowl,"[5, 0, 240, 215]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (57).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (57).jpg,0.048847,food bowl,"[44, 0, 240, 215]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (58).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (58).jpg,0.024097,food bowl,"[55, 17, 240, 216]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (59).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (6).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (6).jpg,0.039071,food bowl,"[0, 76, 173, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (60).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (60).jpg,0.021794,food bowl,"[52, 12, 240, 220]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (61).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (61).jpg,0.034289,food bowl,"[59, 12, 240, 214]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (62).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (62).jpg,0.041459,food bowl,"[86, 21, 240, 222]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (63).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (63).jpg,0.039103,food bowl,"[115, 25, 240, 232]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (64).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (64).jpg,0.029829,food bowl,"[79, 41, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (65).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (65).jpg,0.029124,food bowl,"[19, 41, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (66).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (66).jpg,0.037029,food bowl,"[0, 28, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (67).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (67).jpg,0.031805,food bowl,"[6, 18, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (68).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (68).jpg,0.022952,food bowl,"[39, 4, 240, 231]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (69).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (7).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (7).jpg,0.168695,food bowl,"[0, 67, 167, 227]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (70).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (71).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (71).jpg,0.027827,food bowl,"[15, 28, 204, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (72).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (73).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (74).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (74).jpg,0.048727,food bowl,"[1, 69, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (75).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (76).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (76).jpg,0.087442,food bowl,"[105, 0, 240, 175]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (77).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (78).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (78).jpg,0.078276,food bowl,"[110, 16, 240, 189]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (79).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (79).jpg,0.027472,food bowl,"[38, 28, 218, 185]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (8).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (8).jpg,0.201458,food bowl,"[0, 57, 195, 212]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (80).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (80).jpg,0.021673,food bowl,"[32, 15, 220, 177]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (81).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (82).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (82).jpg,0.024495,plastic box,"[18, 12, 211, 185]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (83).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (84).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (84).jpg,0.021962,food bowl,"[0, 0, 214, 220]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (85).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (85).jpg,0.034885,food bowl,"[0, 0, 208, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (86).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (86).jpg,0.029774,food bowl,"[0, 0, 196, 227]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (87).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (87).jpg,0.057332,food bowl,"[0, 0, 163, 228]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (88).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (88).jpg,0.055517,food bowl,"[0, 0, 156, 239]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (9).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (9).jpg,0.218735,food bowl,"[0, 49, 200, 196]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (90).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (90).jpg,0.044779,food bowl,"[0, 0, 185, 233]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (91).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (92).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (92).jpg,0.021381,food bowl,"[35, 0, 240, 239]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (93).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (94).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (95).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (97).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (97).jpg,0.020442,food bowl,"[66, 0, 240, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (98).jpg,food_container,원형용기,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\밥용기\원형용기 (99).jpg,food_container,원형용기,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\원형용기__원형용기 (99).jpg,0.052951,food storage container,"[0, 61, 224, 240]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.1.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.1.jpg,0.072883,plastic box,"[45, 107, 157, 179]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.10.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.10.jpg,0.122641,food bowl,"[82, 111, 206, 201]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.2.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.2.jpg,0.070241,plastic box,"[67, 114, 179, 184]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.3.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.3.jpg,0.088318,plastic box,"[74, 119, 168, 208]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.4.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.4.jpg,0.105549,food bowl,"[85, 118, 192, 193]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.5.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.5.jpg,0.112182,food bowl,"[71, 129, 207, 197]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.6.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.6.jpg,0.156282,food bowl,"[69, 113, 172, 183]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.7.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.7.jpg,0.067202,plastic box,"[54, 110, 176, 207]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.8.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.8.jpg,0.025443,food bowl,"[60, 106, 216, 209]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\2.9.jpg,food_container,2,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\2__2.9.jpg,0.081992,food bowl,"[61, 87, 200, 168]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.1.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.1.jpg,0.239662,plastic box,"[53, 94, 187, 184]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.10.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.10.jpg,0.099447,plastic box,"[80, 108, 186, 207]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.2.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.2.jpg,0.071696,plastic box,"[88, 100, 200, 194]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.3.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.3.jpg,0.098327,plastic box,"[74, 110, 209, 191]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.4.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.4.jpg,0.237529,plastic box,"[91, 107, 191, 190]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.5.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.5.jpg,0.109291,food bowl,"[0, 98, 40, 138]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.6.jpg,food_container,3,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.7.jpg,food_container,3,train,rejected,,,,
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.8.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.8.jpg,0.104033,plastic box,"[71, 110, 152, 182]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\3.9.jpg,food_container,3,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\3__3.9.jpg,0.190098,plastic box,"[56, 112, 209, 211]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.1.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.1.jpg,0.123118,plastic box,"[49, 126, 184, 198]"
C:\Users\PKNU-ICEE\Desktop\project\학습용 데이터\용기\4.10.jpg,food_container,4,train,accepted,C:\Users\PKNU-ICEE\Desktop\project\category_dataset_prepared_v2\train\food_container\4__4.10.jpg,0.052663,plastic box,"[81, 111, 216, 167]"
